household_id,monthly_electricity_consumption_kwh,household_income,household_size,urban_or_rural,appliance_count,renewable_energy_access,electricity_dependency_score
HH_01177,275.3,51524,6,Urban,6,No,6.61
HH_01178,177.8,25361,1,Urban,4,Yes,7.08
HH_01179,252.3,18619,6,Urban,1,Yes,8.84
HH_01180,213.1,30417,3,Urban,2,No,7.27
HH_01181,225.3,34851,1,Rural,3,No,9.47
HH_01182,291.3,25608,12,Urban,3,No,7.58
HH_01183,168.8,20760,4,Urban,1,No,7.44
HH_01184,188.9,38421,4,Urban,2,No,6.23
HH_01185,253.4,47217,5,Urban,4,No,5.72
HH_01186,257.5,48234,8,Rural,3,No,8.45
HH_01187,226.7,43276,7,Urban,5,Yes,7.09
HH_01188,248.8,26490,4,Rural,3,No,8.42
HH_01189,170.0,53888,1,Urban,4,No,7.24
HH_01190,172.1,9012,1,Rural,1,No,10.0
HH_01191,172.2,19635,4,Urban,1,Yes,8.94
HH_01192,80.3,18265,2,Urban,1,No,7.76
HH_01193,228.0,8093,6,Rural,2,No,9.47
HH_01194,248.8,29010,1,Rural,2,No,9.56
HH_01195,200.4,21421,4,Rural,1,No,9.38
HH_01196,309.1,36709,2,Urban,5,No,7.92
HH_01197,158.0,7386,2,Urban,1,Yes,8.16
HH_01198,294.8,61784,6,Rural,7,No,8.52
HH_01199,242.7,20466,8,Urban,4,Yes,7.18
HH_01200,277.1,61649,6,Rural,6,No,8.73
HH_01201,158.9,14669,1,Urban,2,Yes,5.98
HH_01202,237.1,21496,6,Urban,1,No,7.88
HH_01203,150.0,4800,4,Rural,1,No,7.82
HH_01204,191.0,22368,4,Rural,1,No,9.37
HH_01205,200.0,18076,4,Urban,2,Yes,6.95
HH_01206,198.9,18385,1,Urban,1,Yes,8.75
HH_01207,94.8,15361,2,Urban,1,No,7.85
HH_01208,162.4,55799,3,Urban,4,Yes,7.04
HH_01209,248.3,53636,6,Urban,5,Yes,7.41
HH_01210,289.3,103810,2,Urban,9,Yes,5.47
HH_01211,174.6,11928,3,Rural,1,No,10.0
HH_01212,214.5,20525,4,Rural,1,No,9.74
HH_01213,269.6,16147,9,Urban,1,No,7.33
HH_01214,155.2,28626,1,Urban,2,No,6.69
HH_01215,185.8,25637,5,Urban,2,Yes,7.26
HH_01216,213.1,46247,6,Urban,2,Yes,7.09
HH_01217,229.2,64428,3,Urban,6,Yes,5.98
HH_01218,260.7,63433,6,Urban,6,No,6.5
HH_01219,172.1,10855,3,Rural,1,Yes,8.85
HH_01220,247.3,63715,6,Urban,6,No,6.7
HH_01221,208.4,34086,7,Urban,4,No,7.25
HH_01222,194.3,28806,4,Urban,1,Yes,7.89
HH_01223,159.1,11766,4,Rural,1,No,9.33
HH_01224,151.4,25012,4,Urban,1,No,7.89
HH_01225,252.1,99557,3,Urban,10,No,6.4
HH_01226,176.9,21645,4,Rural,1,No,8.97
HH_01227,182.4,38865,1,Urban,3,No,7.86
HH_01228,130.8,29904,2,Urban,3,No,5.28
HH_01229,280.1,78097,5,Rural,8,No,7.81
HH_01230,300.6,76581,8,Urban,8,No,6.17
HH_01231,118.9,22707,3,Urban,1,No,7.7
HH_01232,181.9,29700,5,Urban,3,No,6.97
HH_01233,268.1,30778,5,Urban,3,No,7.9
HH_01234,165.2,19646,3,Rural,1,No,9.75
HH_01235,198.3,22979,4,Urban,2,No,6.5
HH_01236,184.5,45542,2,Urban,4,Yes,7.37
HH_01237,317.7,83646,9,Urban,9,No,5.47
HH_01238,193.3,15913,7,Urban,2,Yes,8.12
HH_01239,121.2,17786,5,Urban,1,No,7.33
HH_01240,167.8,26191,4,Urban,2,No,6.9
HH_01241,220.3,13850,6,Rural,2,No,7.9
HH_01242,340.6,116097,4,Urban,12,No,5.83
HH_01243,211.6,63839,1,Urban,6,Yes,5.93
HH_01244,189.8,61678,2,Urban,6,No,5.71
HH_01245,237.9,29866,3,Urban,4,Yes,7.63
HH_01246,188.9,29475,6,Urban,2,Yes,8.26
HH_01247,165.9,14648,5,Urban,1,Yes,8.07
HH_01248,177.2,55946,1,Urban,6,Yes,5.86
HH_01249,174.0,24167,4,Rural,1,No,8.97
HH_01250,257.7,38937,6,Rural,5,No,9.36
HH_01251,170.3,30841,1,Urban,2,No,7.35
HH_01252,163.4,32145,4,Urban,3,Yes,7.7
HH_01253,204.9,38759,3,Urban,5,Yes,6.97
HH_01254,192.2,59768,5,Urban,4,Yes,6.62
HH_01255,198.1,14486,6,Urban,1,No,7.23
HH_01256,224.1,27994,5,Rural,2,No,9.5
HH_01257,179.5,17780,6,Rural,1,No,9.74
HH_01258,200.9,9537,4,Rural,1,No,8.91
HH_01259,195.8,10020,6,Urban,1,No,8.44
HH_01260,177.6,16584,1,Rural,1,No,8.08
HH_01261,222.2,83427,1,Urban,8,Yes,6.36
HH_01262,309.6,95598,5,Urban,10,No,5.19
HH_01263,209.2,43318,5,Urban,2,No,6.33
HH_01264,232.7,58415,4,Rural,5,Yes,7.36
HH_01265,258.7,34109,4,Urban,3,Yes,6.88
HH_01266,252.1,31891,6,Rural,3,No,9.44
HH_01267,231.6,26698,3,Urban,2,No,7.47
HH_01268,268.9,13218,5,Rural,1,No,8.82
HH_01269,145.4,23309,7,Urban,1,Yes,7.46
HH_01270,225.4,10165,8,Urban,1,No,6.19
HH_01271,220.2,38963,4,Rural,2,No,9.27
HH_01272,169.2,23816,3,Urban,2,No,5.79
HH_01273,163.8,21638,6,Urban,1,Yes,7.06
HH_01274,161.8,17242,4,Urban,2,No,7.65
HH_01275,157.5,30961,2,Urban,3,No,7.81
HH_01276,354.4,100830,3,Urban,10,No,6.37
HH_01277,350.0,122930,6,Urban,12,Yes,5.74
HH_01278,137.7,12920,3,Urban,1,Yes,8.95
HH_01279,141.4,14551,1,Rural,1,No,10.0
HH_01280,119.1,18816,1,Urban,3,No,7.69
HH_01281,253.6,63329,5,Urban,4,No,6.79
HH_01282,191.8,41566,3,Urban,3,No,7.14
HH_01283,237.3,23888,7,Urban,3,Yes,7.1
HH_01284,210.7,36557,3,Urban,4,No,7.66
HH_01285,240.4,13516,4,Rural,2,No,10.0
HH_01286,180.8,47414,2,Rural,4,Yes,6.67
HH_01287,189.9,48595,2,Urban,3,Yes,7.0
HH_01288,248.8,52312,6,Urban,4,No,8.26
HH_01289,152.3,7065,5,Urban,1,No,8.21
HH_01290,173.7,33625,1,Urban,4,Yes,7.74
HH_01291,259.0,122153,1,Urban,11,No,4.51
HH_01292,214.2,39886,2,Rural,3,No,9.36
HH_01293,216.9,11554,3,Urban,1,No,8.62
HH_01294,208.0,28999,6,Urban,2,No,7.65
HH_01295,158.3,17020,3,Urban,1,Yes,7.19
HH_01296,277.2,97710,4,Urban,8,Yes,6.59
HH_01297,185.8,40524,2,Urban,4,No,6.45
HH_01298,177.1,22079,2,Urban,3,No,6.68
HH_01299,232.8,18372,3,Rural,1,No,9.83
HH_01300,210.0,7322,8,Urban,1,No,8.77
HH_01301,174.9,18253,2,Urban,2,No,7.1
HH_01302,149.1,35773,3,Urban,2,No,6.44
HH_01303,223.6,29897,1,Rural,3,No,8.28
HH_01304,125.5,10919,1,Urban,1,Yes,7.98
HH_01305,186.1,14320,5,Rural,1,No,8.33
HH_01306,294.0,32989,5,Rural,5,No,9.95
HH_01307,152.8,14650,5,Urban,1,Yes,7.38
HH_01308,240.4,20653,5,Rural,2,Yes,9.44
HH_01309,110.1,36413,3,Urban,2,No,6.76
HH_01310,229.9,50350,4,Rural,6,No,9.07
HH_01311,235.2,30485,6,Urban,4,Yes,8.0
HH_01312,272.1,16238,7,Rural,1,No,7.88
HH_01313,241.5,58458,6,Urban,5,No,6.41
HH_01314,201.1,15792,5,Urban,2,No,7.61
HH_01315,208.8,30655,3,Urban,2,No,7.04
HH_01316,164.1,13693,4,Rural,1,No,9.97
HH_01317,75.6,32201,4,Urban,1,No,6.96
HH_01318,284.3,58229,4,Urban,5,Yes,7.53
HH_01319,208.6,25100,2,Rural,2,No,9.45
HH_01320,175.9,11486,4,Rural,1,No,9.23
HH_01321,208.0,37991,4,Urban,3,No,7.93
HH_01322,270.9,85593,4,Urban,7,Yes,5.23
HH_01323,232.0,21253,10,Urban,2,Yes,7.59
HH_01324,186.8,19638,4,Rural,1,No,8.55
HH_01325,284.8,31169,5,Urban,4,No,7.37
HH_01326,156.0,17332,5,Rural,1,No,8.83
HH_01327,205.8,13156,4,Urban,2,Yes,7.83
HH_01328,238.7,81598,5,Urban,8,Yes,6.54
HH_01329,245.2,21993,7,Urban,1,Yes,7.73
HH_01330,219.6,64779,2,Urban,5,Yes,6.98
HH_01331,150.0,12398,1,Rural,1,No,9.76
HH_01332,124.8,24047,3,Urban,2,Yes,6.58
HH_01333,201.6,72473,2,Urban,5,No,7.11
HH_01334,233.8,32678,7,Rural,3,No,7.72
HH_01335,201.0,20400,4,Rural,1,Yes,6.92
HH_01336,179.2,28419,4,Rural,2,No,10.0
HH_01337,209.6,29435,9,Urban,3,Yes,6.73
HH_01338,213.4,34824,6,Urban,4,No,7.03
HH_01339,135.8,12102,2,Rural,1,No,7.81
HH_01340,237.2,60206,4,Urban,7,Yes,6.56
HH_01341,185.3,23087,7,Urban,2,No,7.77
HH_01342,228.7,43880,4,Rural,3,No,8.92
HH_01343,146.8,28958,2,Urban,2,No,6.53
HH_01344,204.5,35433,3,Urban,4,Yes,7.02
HH_01345,237.1,28377,5,Rural,3,No,9.3
HH_01346,146.3,35504,4,Urban,2,Yes,7.57
HH_01347,190.7,29271,4,Urban,1,Yes,7.59
HH_01348,244.3,34375,6,Urban,4,No,8.0
HH_01349,200.7,59837,2,Urban,4,Yes,6.84
HH_01350,194.1,23514,2,Urban,3,No,8.71
HH_01351,208.7,16686,4,Rural,3,No,8.98
HH_01352,203.1,18111,3,Rural,2,No,9.75
HH_01353,212.2,58797,3,Urban,4,Yes,7.53
HH_01354,168.7,32964,6,Urban,3,Yes,6.11
HH_01355,308.3,53268,4,Rural,6,No,8.9
HH_01356,191.4,31862,6,Urban,3,No,6.93
HH_01357,187.6,30348,3,Urban,3,No,6.66
HH_01358,194.1,31586,1,Urban,2,Yes,7.11
HH_01359,165.7,8169,2,Rural,1,No,9.5
HH_01360,199.4,18789,6,Urban,2,Yes,6.43
HH_01361,108.4,13091,2,Rural,1,No,9.31
HH_01362,172.4,69189,7,Urban,4,Yes,6.59
HH_01363,240.5,34311,8,Urban,3,Yes,8.23
HH_01364,204.1,26168,6,Urban,2,No,7.04
HH_01365,303.6,73059,3,Urban,8,Yes,7.64
HH_01366,347.1,88770,7,Urban,10,Yes,6.71
HH_01367,181.6,74334,1,Urban,7,No,6.64
HH_01368,252.6,20978,6,Urban,2,No,8.66
HH_01369,175.2,26002,5,Urban,2,No,9.09
HH_01370,293.5,103916,1,Urban,10,Yes,5.96
HH_01371,172.3,40448,3,Urban,3,Yes,6.69
HH_01372,290.4,15329,6,Rural,1,No,9.59
HH_01373,167.3,53858,2,Urban,4,No,5.9
HH_01374,225.6,32942,3,Rural,5,No,7.88
HH_01375,193.7,12775,3,Rural,1,No,10.0
HH_01376,212.2,39925,4,Urban,4,Yes,7.75
HH_01377,179.7,31384,4,Rural,3,No,8.26
HH_01378,271.1,8972,5,Rural,1,No,10.0
HH_01379,140.4,35260,2,Urban,2,Yes,6.27
HH_01380,135.5,17934,1,Urban,1,No,8.19
HH_01381,187.0,19398,5,Urban,2,No,7.03
HH_01382,230.7,24965,5,Urban,3,Yes,8.99
HH_01383,189.0,46600,4,Urban,4,No,6.75
HH_01384,222.8,14837,3,Rural,2,No,9.02
HH_01385,164.1,12198,2,Rural,1,No,7.85
HH_01386,217.9,36099,4,Urban,3,Yes,9.03
HH_01387,233.3,9044,6,Rural,2,Yes,8.86
HH_01388,200.3,45269,5,Urban,4,Yes,7.58
HH_01389,189.2,35488,1,Rural,4,No,8.88
HH_01390,158.0,33375,3,Urban,1,Yes,6.97
HH_01391,191.4,15939,3,Rural,1,No,7.45
HH_01392,202.0,22520,5,Rural,2,No,8.93
HH_01393,194.7,10363,6,Urban,2,No,7.62
HH_01394,144.7,48300,3,Urban,4,No,7.4
HH_01395,326.5,115758,7,Rural,10,No,9.13
HH_01396,195.0,32516,5,Urban,5,Yes,7.95
HH_01397,166.2,32585,4,Urban,3,No,8.12
HH_01398,225.7,28121,4,Rural,3,No,8.77
HH_01399,385.2,93929,6,Urban,9,No,5.26
HH_01400,244.3,62823,4,Urban,6,Yes,6.65
HH_01401,171.6,9602,3,Urban,1,No,7.26
HH_01402,235.1,49076,4,Urban,7,No,7.09
HH_01403,245.4,84228,2,Rural,9,No,7.59
HH_01404,291.2,50846,4,Urban,6,Yes,5.75
HH_01405,144.0,17506,2,Urban,1,No,8.72
HH_01406,115.5,41448,3,Urban,2,No,7.15
HH_01407,235.5,8347,9,Rural,1,No,9.11
HH_01408,254.1,73334,3,Urban,9,Yes,5.8
HH_01409,212.5,10143,5,Rural,1,No,8.96
HH_01410,251.9,18819,5,Rural,2,No,8.49
HH_01411,183.8,10758,3,Rural,1,No,8.37
HH_01412,198.0,12968,4,Rural,1,Yes,9.42
HH_01413,237.3,43906,3,Rural,4,No,8.35
HH_01414,320.8,19152,4,Rural,4,Yes,9.77
HH_01415,268.2,25023,4,Urban,3,Yes,7.28
HH_01416,182.0,9054,4,Rural,1,No,9.45
HH_01417,236.3,11385,8,Urban,1,Yes,7.88
HH_01418,230.9,16520,4,Urban,1,Yes,8.03
HH_01419,194.8,19250,3,Rural,1,No,8.5
HH_01420,245.5,32411,7,Rural,3,No,9.65
HH_01421,172.5,12860,3,Rural,2,No,8.34
HH_01422,275.2,89808,1,Urban,10,No,6.42
HH_01423,128.2,22756,2,Urban,2,No,6.64
HH_01424,219.6,30342,3,Urban,3,No,7.37
HH_01425,268.7,18312,6,Urban,3,No,8.4
HH_01426,203.2,63421,4,Urban,4,No,7.31
HH_01427,336.7,123205,3,Urban,14,No,6.62
HH_01428,132.9,12161,3,Urban,1,No,7.56
HH_01429,202.8,14624,3,Rural,1,Yes,9.98
HH_01430,224.7,74754,3,Urban,6,No,6.1
HH_01431,143.9,7554,4,Rural,1,No,9.02
HH_01432,308.7,49173,3,Urban,5,Yes,7.23
HH_01433,215.4,72837,5,Urban,7,Yes,7.37
HH_01434,153.0,36681,4,Urban,3,No,6.92
HH_01435,247.1,48691,4,Urban,4,Yes,7.69
HH_01436,295.3,51775,6,Rural,6,No,8.76
HH_01437,342.0,112663,7,Urban,13,Yes,6.24
HH_01438,193.8,33722,5,Urban,4,Yes,6.72
HH_01439,200.5,13078,4,Rural,1,Yes,8.98
HH_01440,192.9,10364,3,Rural,1,No,9.26
HH_01441,222.3,62898,4,Urban,6,No,7.14
HH_01442,228.8,15367,6,Urban,2,No,7.1
HH_01443,192.6,30078,2,Urban,3,Yes,6.44
HH_01444,200.5,37224,3,Urban,2,No,5.64
HH_01445,183.0,25881,1,Urban,3,Yes,8.15
HH_01446,253.5,41398,3,Urban,5,Yes,8.02
HH_01447,268.0,83854,7,Rural,7,Yes,6.38
HH_01448,210.1,32537,3,Urban,3,Yes,7.49
HH_01449,164.0,26953,2,Urban,1,No,7.23
HH_01450,283.6,64363,5,Urban,6,No,7.82
HH_01451,242.4,20782,9,Rural,1,Yes,8.98
HH_01452,191.7,83009,3,Urban,7,No,6.94
HH_01453,166.4,19869,4,Rural,1,No,8.82
HH_01454,170.4,15507,2,Rural,1,No,8.69
HH_01455,226.2,12002,6,Urban,2,No,8.42
HH_01456,215.1,13243,3,Urban,2,No,8.64
HH_01457,181.5,11633,4,Urban,1,No,6.8
HH_01458,194.2,43945,3,Urban,4,Yes,8.13
HH_01459,202.5,7948,3,Rural,1,Yes,8.6
HH_01460,194.7,74343,2,Urban,7,No,4.8
HH_01461,218.9,18329,3,Rural,1,No,9.2
HH_01462,222.7,30230,3,Urban,2,No,7.88
HH_01463,160.0,21094,2,Urban,2,Yes,6.43
HH_01464,185.7,50841,5,Urban,4,Yes,5.51
HH_01465,173.3,11108,5,Rural,1,No,8.92
HH_01466,167.6,9965,4,Rural,2,No,8.84
HH_01467,206.5,71404,2,Urban,6,No,7.82
HH_01468,240.0,43298,6,Urban,5,No,7.24
HH_01469,208.5,15633,4,Rural,3,No,9.83
HH_01470,196.2,51429,4,Urban,6,No,7.25
HH_01471,214.5,18096,8,Rural,1,Yes,10.0
HH_01472,170.9,44042,1,Urban,3,No,6.51
HH_01473,146.4,21439,2,Urban,1,No,7.56
HH_01474,274.7,121217,7,Urban,10,No,4.55
HH_01475,137.5,24719,4,Urban,3,Yes,8.22
HH_01476,316.3,89028,3,Urban,9,Yes,7.29
HH_01477,215.3,31250,5,Urban,3,No,8.15
HH_01478,179.5,29213,2,Rural,1,No,8.89
HH_01479,228.8,54373,5,Urban,5,Yes,5.84
HH_01480,299.7,69648,6,Urban,8,Yes,6.68
HH_01481,214.2,21135,7,Urban,2,No,7.1
HH_01482,265.4,66734,4,Urban,7,No,7.54
HH_01483,365.4,105975,5,Urban,13,No,5.75
HH_01484,211.5,29968,2,Urban,3,No,7.12
HH_01485,229.6,35736,4,Urban,1,No,9.11
HH_01486,138.0,25566,2,Urban,1,No,8.2
HH_01487,196.5,14621,3,Rural,1,No,10.0
HH_01488,235.1,97729,5,Urban,9,No,5.83
HH_01489,159.2,9853,3,Rural,1,No,8.46
HH_01490,184.2,19887,5,Urban,1,Yes,8.51
HH_01491,283.6,92009,2,Urban,8,No,7.54
HH_01492,196.7,26182,5,Rural,2,No,8.02
HH_01493,342.5,124907,3,Urban,13,No,5.33
HH_01494,202.0,13737,4,Rural,3,No,8.54
HH_01495,208.9,37754,3,Urban,5,No,7.72
HH_01496,157.5,23545,4,Urban,1,Yes,8.46
HH_01497,190.4,19616,2,Rural,1,No,8.87
HH_01498,160.7,12072,4,Urban,1,Yes,7.51
HH_01499,123.1,52789,2,Urban,5,No,5.49
HH_01500,230.7,21855,6,Rural,2,Yes,8.36
HH_01501,145.1,17389,1,Rural,1,No,10.0
HH_01502,262.4,14241,10,Rural,2,No,9.66
HH_01503,162.0,20460,4,Urban,2,No,8.39
HH_01504,248.8,54161,7,Urban,5,No,6.74
HH_01505,102.3,8914,4,Rural,1,No,9.14
HH_01506,219.7,47583,3,Urban,5,No,7.17
HH_01507,232.1,62492,4,Rural,6,No,8.64
HH_01508,253.7,85341,2,Urban,10,Yes,7.57
HH_01509,184.2,14186,3,Urban,1,Yes,7.23
HH_01510,193.1,13044,5,Rural,1,Yes,9.17
HH_01511,216.4,45070,6,Urban,4,No,6.57
HH_01512,179.7,33554,6,Urban,3,No,5.84
HH_01513,215.6,15115,3,Urban,2,No,8.48
HH_01514,198.0,22681,2,Rural,3,No,10.0
HH_01515,271.7,17892,8,Rural,1,No,9.81
HH_01516,336.8,110381,1,Urban,12,Yes,6.19
HH_01517,253.4,30066,7,Urban,1,Yes,8.96
HH_01518,279.3,36276,6,Rural,4,Yes,9.23
HH_01519,146.5,16364,2,Urban,1,No,8.37
HH_01520,176.5,18888,4,Urban,1,No,7.79
HH_01521,223.6,53965,4,Urban,5,No,7.27
HH_01522,264.0,67059,4,Urban,6,No,6.69
HH_01523,204.7,10134,5,Rural,1,No,10.0
HH_01524,211.9,18261,7,Rural,2,No,8.32
HH_01525,251.9,7857,5,Rural,1,No,9.72
HH_01526,153.9,31393,2,Urban,2,Yes,6.77
HH_01527,212.1,57829,4,Urban,5,Yes,7.38
HH_01528,194.4,26960,4,Urban,2,No,9.45
HH_01529,217.4,30142,5,Urban,1,Yes,8.03
HH_01530,173.0,17769,2,Urban,1,No,8.64
HH_01531,215.9,23720,3,Urban,3,Yes,8.31
HH_01532,297.4,100505,4,Urban,11,Yes,4.33
HH_01533,140.7,36565,3,Urban,4,No,7.25
HH_01534,153.9,9864,3,Rural,1,No,9.7
HH_01535,160.8,28976,2,Urban,3,Yes,5.82
HH_01536,220.9,13421,7,Urban,2,No,7.55
HH_01537,184.3,9795,7,Rural,1,No,9.28
HH_01538,189.4,40714,4,Rural,4,No,7.79
HH_01539,188.1,16525,6,Rural,1,Yes,8.45
HH_01540,342.9,108829,4,Urban,10,No,7.11
HH_01541,110.9,16999,4,Rural,2,No,6.35
HH_01542,130.7,34252,3,Urban,4,Yes,7.62
HH_01543,260.3,51412,6,Urban,2,Yes,8.02
HH_01544,121.8,7041,3,Urban,1,No,7.87
HH_01545,191.1,39579,3,Urban,3,Yes,8.43
HH_01546,183.6,33986,6,Urban,4,Yes,7.06
HH_01547,235.3,85368,4,Urban,7,No,5.74
HH_01548,198.2,32110,6,Rural,1,No,8.93
HH_01549,210.2,17727,1,Urban,2,Yes,7.39
HH_01550,285.8,73746,4,Urban,8,Yes,6.22
HH_01551,107.8,29903,1,Urban,1,Yes,7.33
HH_01552,126.0,20341,6,Urban,1,No,7.02
HH_01553,230.3,39393,3,Urban,5,No,6.63
HH_01554,178.0,30990,6,Urban,2,Yes,6.56
HH_01555,239.8,88096,3,Urban,8,No,6.75
HH_01556,270.7,22081,9,Rural,2,No,8.32
HH_01557,125.9,20363,4,Rural,1,Yes,8.16
HH_01558,246.7,60083,9,Urban,5,No,6.07
HH_01559,237.5,67428,3,Urban,5,Yes,6.96
HH_01560,163.9,28804,3,Rural,2,No,9.53
HH_01561,251.4,42184,3,Rural,3,No,9.35
HH_01562,207.4,50428,5,Urban,5,No,7.27
HH_01563,221.8,19904,6,Rural,2,Yes,9.59
HH_01564,264.1,37859,9,Rural,5,No,8.79
HH_01565,147.6,17044,3,Rural,4,No,9.58
HH_01566,231.6,35705,9,Urban,3,No,7.72
HH_01567,313.2,98326,6,Urban,9,Yes,5.64
HH_01568,217.7,92619,3,Urban,8,Yes,5.47
HH_01569,169.9,34828,3,Urban,2,No,8.47
HH_01570,187.9,26661,4,Urban,3,No,7.64
HH_01571,300.4,84204,7,Urban,7,No,7.33
HH_01572,198.3,56576,1,Urban,6,No,6.11
HH_01573,189.0,42296,3,Urban,3,Yes,6.93
HH_01574,171.6,14838,3,Rural,1,No,8.15
HH_01575,235.9,42707,8,Urban,4,No,7.76
HH_01576,238.7,34547,3,Urban,3,No,6.9
HH_01577,154.8,12082,4,Rural,1,No,8.86
HH_01578,218.1,19449,4,Rural,1,No,10.0
HH_01579,232.0,21107,4,Rural,1,No,9.67
HH_01580,197.7,14369,3,Rural,2,Yes,9.78
HH_01581,215.8,30959,3,Rural,4,No,8.0
HH_01582,208.4,75841,2,Urban,5,No,5.15
HH_01583,252.5,62632,4,Urban,7,No,7.66
HH_01584,135.0,29654,5,Urban,3,No,5.69
HH_01585,216.7,55082,6,Urban,4,Yes,6.62
HH_01586,278.7,18861,8,Rural,2,No,8.53
HH_01587,183.9,16674,4,Urban,1,No,6.98
HH_01588,249.4,52404,5,Urban,6,No,6.71
HH_01589,198.5,38207,2,Urban,3,No,6.48
HH_01590,342.9,165915,4,Urban,15,Yes,4.02
HH_01591,291.9,83907,3,Urban,10,No,6.7
HH_01592,217.1,53626,7,Urban,3,Yes,7.9
HH_01593,164.8,20902,1,Rural,1,No,7.75
HH_01594,185.6,38612,4,Urban,3,Yes,7.47
HH_01595,185.3,9856,4,Rural,1,No,9.78
HH_01596,221.1,6340,4,Rural,1,Yes,9.77
HH_01597,172.9,20734,3,Urban,2,Yes,7.47
HH_01598,236.2,34012,5,Urban,4,No,6.92
HH_01599,208.4,5088,3,Rural,1,No,10.0
HH_01600,189.0,25248,6,Urban,1,No,7.83
HH_01601,194.7,15514,6,Rural,2,No,7.72
HH_01602,168.2,30756,5,Urban,3,No,7.28
HH_01603,197.6,12101,9,Rural,1,No,9.35
HH_01604,205.1,14664,1,Rural,3,Yes,8.38
HH_01605,334.0,98463,7,Urban,10,Yes,6.03
HH_01606,225.0,52072,5,Urban,6,No,7.47
HH_01607,202.2,12860,3,Rural,2,Yes,8.63
HH_01608,170.5,33593,1,Urban,2,No,7.6
HH_01609,236.1,34410,4,Urban,4,No,6.6
HH_01610,219.3,22077,1,Urban,2,No,6.63
HH_01611,187.3,22062,3,Urban,1,Yes,8.11
HH_01612,165.9,33005,1,Rural,2,No,9.86
HH_01613,218.5,13992,6,Rural,1,No,8.32
HH_01614,165.2,18147,4,Urban,2,No,8.45
HH_01615,247.5,17540,3,Rural,1,No,9.19
HH_01616,121.9,37568,1,Urban,3,No,5.57
HH_01617,169.0,10715,3,Urban,1,Yes,6.68
HH_01618,222.0,34154,6,Urban,3,No,7.89
HH_01619,190.3,30300,2,Rural,4,No,7.67
HH_01620,210.6,45882,6,Urban,4,Yes,6.69
HH_01621,350.1,133383,3,Urban,12,Yes,5.52
HH_01622,252.3,74144,5,Urban,5,Yes,7.03
HH_01623,242.3,42936,6,Rural,4,Yes,8.89
HH_01624,454.5,187804,3,Urban,18,No,5.85
HH_01625,194.0,55160,3,Urban,4,Yes,6.36
HH_01626,218.4,19850,3,Rural,2,No,9.24
HH_01627,188.2,62777,2,Urban,6,Yes,7.24
HH_01628,155.8,25023,6,Urban,1,No,8.14
HH_01629,269.1,37336,7,Urban,4,No,8.18
HH_01630,178.6,23729,4,Urban,1,Yes,7.24
HH_01631,306.7,44439,5,Urban,5,No,7.73
HH_01632,153.4,12173,3,Rural,1,No,8.56
HH_01633,191.7,23177,2,Urban,2,No,7.54
HH_01634,175.6,23068,1,Rural,2,Yes,9.5
HH_01635,206.4,16572,2,Rural,1,No,10.0
HH_01636,218.9,11010,6,Urban,1,No,8.28
HH_01637,166.5,14614,3,Urban,1,Yes,7.83
HH_01638,190.7,9043,5,Rural,2,Yes,9.29
HH_01639,190.7,20605,5,Urban,2,Yes,8.09
HH_01640,186.6,23081,5,Rural,2,Yes,10.0
HH_01641,214.2,20526,5,Rural,1,No,9.83
HH_01642,149.9,66321,1,Urban,7,No,7.12
HH_01643,159.8,54983,1,Urban,4,No,5.92
HH_01644,251.4,66585,1,Urban,7,Yes,6.13
HH_01645,205.8,50419,2,Urban,3,Yes,6.84
HH_01646,158.9,39692,4,Urban,3,No,8.03
HH_01647,210.9,67691,1,Urban,5,No,6.04
HH_01648,187.5,31250,4,Rural,3,No,9.47
HH_01649,193.8,22556,6,Rural,1,No,9.21
HH_01650,264.0,38590,5,Rural,4,No,9.1
HH_01651,136.6,8566,3,Urban,1,No,7.69
HH_01652,247.9,29402,5,Urban,3,Yes,7.01
HH_01653,201.8,29133,4,Urban,3,No,6.71
HH_01654,249.3,69892,1,Urban,7,No,7.24
HH_01655,252.5,46210,3,Rural,4,No,8.62
HH_01656,192.6,14661,4,Urban,1,No,6.89
HH_01657,254.2,81617,1,Urban,7,Yes,6.71
HH_01658,177.3,8912,4,Rural,1,No,10.0
HH_01659,146.1,17647,3,Urban,2,No,7.54
HH_01660,199.4,30410,5,Urban,2,Yes,8.79
HH_01661,211.5,28916,6,Urban,3,Yes,5.43
HH_01662,149.0,13739,4,Urban,2,No,7.56
HH_01663,219.5,26583,3,Rural,2,No,9.8
HH_01664,208.0,52614,2,Urban,4,No,7.08
HH_01665,229.4,33879,7,Rural,3,No,8.39
HH_01666,191.3,13877,4,Rural,1,No,9.25
HH_01667,213.9,17577,4,Rural,2,No,9.99
HH_01668,223.3,34366,3,Urban,3,Yes,9.11
HH_01669,372.6,96365,8,Urban,11,No,7.12
HH_01670,289.7,3286,6,Rural,1,No,9.06
HH_01671,183.9,19711,3,Urban,2,No,7.48
HH_01672,155.7,35116,1,Urban,3,No,7.2
HH_01673,126.4,9384,4,Rural,1,Yes,8.66
HH_01674,151.3,29974,5,Urban,2,No,7.35
HH_01675,188.3,16688,7,Rural,1,Yes,9.0
HH_01676,240.1,12130,7,Rural,2,No,8.34
HH_01677,175.7,18709,3,Rural,1,Yes,9.85
HH_01678,235.5,51021,3,Urban,5,Yes,7.43
HH_01679,169.3,15620,3,Rural,2,No,8.73
